"","fips","cdc_county","cdc_state","cancer_incidence_count","cancer_age_adjusted_rate","cancer_crude_rate"
"1","02013","Aleutians East Borough","Alaska",20,194.7,120.3
"2","02290","Yukon-Koyukuk Census Area","Alaska",162,545.7,588.6
"3","02282","Yakutat City and Borough","Alaska",NA,NA,NA
"4","02280","Wrangell-Petersburg Census Area","Alaska",NA,NA,NA
"5","02275","Wrangell Borough","Alaska",NA,NA,NA
"6","02270","Wade Hampton Census Area","Alaska",83,350.2,206.3
"7","02261","Valdez-Cordova Census Area","Alaska",188,387.9,394.5
"8","02240","Southeast Fairbanks Census Area","Alaska",164,443,472.2
"9","02232","Skagway-Hoonah-Angoon Census Area","Alaska",NA,NA,NA
"10","02220","Sitka City and Borough","Alaska",180,353.6,405.6
"11","02201","Prince of Wales-Outer Ketchikan CA","Alaska",NA,NA,NA
"12","02198","Prince of Wales-Hyder Census Area","Alaska",NA,NA,NA
"13","02195","Petersburg Census Area","Alaska",NA,NA,NA
"14","02188","Northwest Arctic Borough","Alaska",98,351.9,253.9
"15","02185","North Slope Borough","Alaska",139,449.1,285.4
"16","02180","Nome Census Area","Alaska",172,481.3,349.3
"17","02230","Skagway Municipality","Alaska",NA,NA,NA
"18","02164","Lake and Peninsula Borough","Alaska",30,417,367.9
"19","02170","Matanuska-Susitna Borough","Alaska",2025,443.8,410.9
"20","02020","Anchorage Municipality","Alaska",5640,429,377.2
"21","02050","Bethel Census Area","Alaska",195,332.2,218.2
"22","02060","Bristol Bay Borough","Alaska",21,366.9,447.8
"23","02068","Denali Borough","Alaska",30,293.5,308.3
"24","02070","Dillingham Census Area","Alaska",82,404.1,329.4
"25","02090","Fairbanks North Star Borough","Alaska",1578,391.9,315.1
"26","02016","Aleutians West Census Area","Alaska",65,403.1,225.3
"27","02105","Hoonah-Angoon Census Area","Alaska",NA,NA,NA
"28","02110","Juneau City and Borough","Alaska",627,378.4,385.9
"29","02122","Kenai Peninsula Borough","Alaska",1414,405.3,490.8
"30","02130","Ketchikan Gateway Borough","Alaska",NA,NA,NA
"31","02150","Kodiak Island Borough","Alaska",241,419.2,346.9
"32","02100","Haines Borough","Alaska",59,368.4,463.1
"33","01099","Monroe County","Alabama",637,440.1,579.2
"34","01097","Mobile County","Alabama",10723,445.8,517.7
"35","01095","Marshall County","Alabama",2560,450.2,542
"36","01093","Marion County","Alabama",1003,471.3,664.5
"37","01091","Marengo County","Alabama",597,454.5,598.8
"38","01089","Madison County","Alabama",8811,446.7,504.2
"39","01087","Macon County","Alabama",605,471.3,613.3
"40","01081","Lee County","Alabama",2742,403.2,356.2
"41","01083","Limestone County","Alabama",2422,472.1,536.6
"42","01079","Lawrence County","Alabama",1013,470.5,605.9
"43","01077","Lauderdale County","Alabama",2618,423.7,565.4
"44","01075","Lamar County","Alabama",501,487.1,711.6
"45","01073","Jefferson County","Alabama",17390,455.5,527.6
"46","01085","Lowndes County","Alabama",355,513.3,675.2
"47","01101","Montgomery County","Alabama",5364,434.4,471.5
"48","01133","Winston County","Alabama",731,428.2,607.6
"49","01105","Perry County","Alabama",257,425.5,521.9
"50","01071","Jackson County","Alabama",1622,457.4,617.3
"51","01131","Wilcox County","Alabama",342,488,619.8
"52","01129","Washington County","Alabama",447,412.8,530
"53","01127","Walker County","Alabama",2235,515.8,684.2
"54","01999","Unknown","Alabama",830,NA,NA
"55","01125","Tuscaloosa County","Alabama",4439,445.6,438.2
"56","01103","Morgan County","Alabama",3439,466.7,576
"57","01123","Tallapoosa County","Alabama",1353,475.6,662.8
"58","01115","St. Clair County","Alabama",2430,474,563.2
"59","01117","Shelby County","Alabama",4695,420.1,455.5
"60","01113","Russell County","Alabama",1499,480.2,511.9
"61","01111","Randolph County","Alabama",677,435.7,601.7
"62","01109","Pike County","Alabama",782,453,470.4
"63","01107","Pickens County","Alabama",574,437.5,574.1
"64","01121","Talladega County","Alabama",2271,449.8,558.7
"65","01069","Houston County","Alabama",2819,440.7,542.6
"66","01119","Sumter County","Alabama",353,456.7,533.5
"67","01065","Hale County","Alabama",399,399.7,528.3
"68","01027","Clay County","Alabama",431,465.4,642.3
"69","01023","Choctaw County","Alabama",423,436.2,635.6
"70","01021","Chilton County","Alabama",1110,426.6,507.9
"71","01019","Cherokee County","Alabama",811,423.6,626.9
"72","01017","Chambers County","Alabama",1201,522.8,707.1
"73","01015","Calhoun County","Alabama",3234,450.9,557.5
"74","01029","Cleburne County","Alabama",457,460.1,611.9
"75","01013","Butler County","Alabama",554,409,545.9
"76","01009","Blount County","Alabama",1586,440,550.9
"77","01007","Bibb County","Alabama",639,478.3,566
"78","01005","Barbour County","Alabama",726,429.8,546.2
"79","01003","Baldwin County","Alabama",5943,445,597.8
"80","01001","Autauga County","Alabama",1520,495.6,553.5
"81","01067","Henry County","Alabama",546,451.1,638.1
"82","01011","Bullock County","Alabama",300,481.3,569.3
"83","01031","Coffee County","Alabama",1269,412,498.4
"84","01025","Clarke County","Alabama",775,472.1,624
"85","01035","Conecuh County","Alabama",405,452,634.6
"86","01063","Greene County","Alabama",280,468.2,648.3
"87","01061","Geneva County","Alabama",827,445.4,620.1
"88","01059","Franklin County","Alabama",810,430.9,513.6
"89","01057","Fayette County","Alabama",526,446.3,628
"90","01055","Etowah County","Alabama",3201,478.7,619
"91","01033","Colbert County","Alabama",1589,433.1,583.7
"92","01051","Elmore County","Alabama",2179,485.8,540
"93","01049","DeKalb County","Alabama",1700,395.5,478.5
"94","01053","Escambia County","Alabama",1050,440.7,556.5
"95","01045","Dale County","Alabama",1333,454.2,537.4
"96","01043","Cullman County","Alabama",2316,444,570.4
"97","01041","Crenshaw County","Alabama",431,469.2,621.3
"98","01039","Covington County","Alabama",1255,486,666.5
"99","01037","Coosa County","Alabama",300,355.1,541.8
"100","01047","Dallas County","Alabama",1288,510,621.2
"101","05109","Pike County","Arkansas",332,456.5,603.8
"102","05099","Nevada County","Arkansas",263,434.9,608.5
"103","05107","Phillips County","Arkansas",569,466.5,570.4
"104","05105","Perry County","Arkansas",353,497.1,684.5
"105","05103","Ouachita County","Arkansas",845,486.4,684.7
"106","05101","Newton County","Arkansas",217,335.2,546.3
"107","05097","Montgomery County","Arkansas",304,414,665
"108","05081","Little River County","Arkansas",389,455.1,617.2
"109","05093","Mississippi County","Arkansas",1111,459.2,502.6
"110","05091","Miller County","Arkansas",1092,422.1,499.8
"111","05089","Marion County","Arkansas",699,480.2,851.8
"112","05087","Madison County","Arkansas",430,412.4,545.8
"113","05085","Lonoke County","Arkansas",1867,509.2,526
"114","05083","Logan County","Arkansas",668,446.6,611.7
"115","05111","Poinsett County","Arkansas",841,542,697.3
"116","05095","Monroe County","Arkansas",298,526.4,787
"117","05113","Polk County","Arkansas",642,427.7,633.4
"118","05145","White County","Arkansas",2271,507.8,577.8
"119","05117","Prairie County","Arkansas",313,506.6,749.1
"120","05149","Yell County","Arkansas",629,463.3,580.9
"121","05147","Woodruff County","Arkansas",287,592.7,836.5
"122","05079","Lincoln County","Arkansas",295,370.7,421.7
"123","05143","Washington County","Arkansas",4624,465.3,421.3
"124","05141","Van Buren County","Arkansas",715,520.4,847.2
"125","05999","Unknown","Arkansas",371,NA,NA
"126","05139","Union County","Arkansas",1253,488.9,621.8
"127","05137","Stone County","Arkansas",451,437.3,724.8
"128","05123","St. Francis County","Arkansas",612,389.7,451.7
"129","05135","Sharp County","Arkansas",629,461,741.4
"130","05133","Sevier County","Arkansas",295,325.5,342.8
"131","05131","Sebastian County","Arkansas",3300,457,518.7
"132","05129","Searcy County","Arkansas",288,466,725.7
"133","05127","Scott County","Arkansas",303,413.9,566.5
"134","05125","Saline County","Arkansas",3364,480.9,586.8
"135","05121","Randolph County","Arkansas",585,495.9,665.9
"136","05119","Pulaski County","Arkansas",10483,484.6,535.1
"137","05115","Pope County","Arkansas",1546,441.7,489.9
"138","05077","Lee County","Arkansas",298,468.3,607.1
"139","05049","Fulton County","Arkansas",421,421.1,695
"140","05073","Lafayette County","Arkansas",201,361.2,560.8
"141","05029","Conway County","Arkansas",593,412.4,564.9
"142","05075","Lawrence County","Arkansas",574,512.2,680.1
"143","05025","Cleveland County","Arkansas",288,499.1,684.7
"144","05023","Cleburne County","Arkansas",1024,481.3,802.9
"145","05021","Clay County","Arkansas",574,522.4,748
"146","05019","Clark County","Arkansas",634,491.1,561.4
"147","05017","Chicot County","Arkansas",350,445.4,626.2
"148","05015","Carroll County","Arkansas",877,423.1,632.9
"149","05013","Calhoun County","Arkansas",204,541.2,784.6
"150","05011","Bradley County","Arkansas",374,499.9,675.5
"151","05009","Boone County","Arkansas",1203,467.9,646.8
"152","05007","Benton County","Arkansas",5555,441.7,452.7
"153","05005","Baxter County","Arkansas",1806,472.4,880.2
"154","05003","Ashley County","Arkansas",713,502.5,678.5
"155","05001","Arkansas County","Arkansas",605,494.1,652.3
"156","05031","Craighead County","Arkansas",2490,474.1,484.5
"157","05033","Crawford County","Arkansas",1694,460,547.3
"158","05027","Columbia County","Arkansas",581,404.5,481.3
"159","05037","Cross County","Arkansas",527,489.4,608.2
"160","05071","Johnson County","Arkansas",680,442.6,522.7
"161","05069","Jefferson County","Arkansas",2173,495.7,599.7
"162","05067","Jackson County","Arkansas",549,483.6,626.1
"163","05065","Izard County","Arkansas",437,382.1,647.9
"164","05035","Crittenden County","Arkansas",1105,429.8,446.1
"165","05061","Howard County","Arkansas",349,421.5,516.5
"166","05059","Hot Spring County","Arkansas",966,439.3,577.3
"167","05057","Hempstead County","Arkansas",538,386.3,483.6
"168","05063","Independence County","Arkansas",1085,465.4,586.8
"169","05053","Grant County","Arkansas",591,522,654.9
"170","05051","Garland County","Arkansas",3646,495.8,746.7
"171","05047","Franklin County","Arkansas",505,425.8,567
"172","05045","Faulkner County","Arkansas",2709,484.4,450.6
"173","05043","Drew County","Arkansas",504,454.7,540
"174","05041","Desha County","Arkansas",343,425.1,559.6
"175","05039","Dallas County","Arkansas",286,508.5,743.2
"176","05055","Greene County","Arkansas",1168,459.9,533
"177","04017","Navajo County","Arizona",2056,333.2,382.3
"178","04027","Yuma County","Arizona",4156,347.9,409.1
"179","04025","Yavapai County","Arizona",7890,397.6,724.9
"180","04999","Unknown","Arizona",79,NA,NA
"181","04023","Santa Cruz County","Arizona",830,304.5,356.4
"182","04021","Pinal County","Arizona",8817,357.9,445.4
"183","04019","Pima County","Arizona",24267,385.3,484.9
"184","04015","Mohave County","Arizona",7927,443.1,777.5
"185","04012","La Paz County","Arizona",626,303.6,612.1
"186","04011","Greenlee County","Arizona",175,374.5,379.4
"187","04009","Graham County","Arizona",746,399.2,396.7
"188","04007","Gila County","Arizona",1486,332.9,560.3
"189","04005","Coconino County","Arizona",2294,360,333.2
"190","04003","Cochise County","Arizona",3273,375,511.7
"191","04001","Apache County","Arizona",1022,272.1,285
"192","04013","Maricopa County","Arizona",86595,395,424.3
"193","06085","Santa Clara County","California",38230,390.4,404.1
"194","06087","Santa Cruz County","California",6562,430.7,483.5
"195","06083","Santa Barbara County","California",10203,429.5,464.3
"196","06081","San Mateo County","California",18458,415.1,487.5
"197","06079","San Luis Obispo County","California",7873,437.7,565.8
"198","06077","San Joaquin County","California",14475,413.2,404.7
"199","06069","San Benito County","California",1170,399.6,403.8
"200","06073","San Diego County","California",70102,415.7,431.1
"201","06071","San Bernardino County","California",39077,405,371.3
"202","06089","Shasta County","California",6086,497.4,681.8
"203","06065","Riverside County","California",48997,404.1,421.8
"204","06063","Plumas County","California",659,411.1,699.2
"205","06075","San Francisco County","California",20157,406,472.4
"206","06091","Sierra County","California",89,334.7,592
"207","06099","Stanislaus County","California",10966,416.5,413.5
"208","06095","Solano County","California",10407,430.3,484.1
"209","06097","Sonoma County","California",13948,437,559.9
"210","06061","Placer County","California",11185,466.6,604.8
"211","06101","Sutter County","California",2067,392.9,434.6
"212","06103","Tehama County","California",2002,479.4,634.4
"213","06105","Trinity County","California",459,417.9,695.9
"214","06107","Tulare County","California",7446,371.7,326.5
"215","06109","Tuolumne County","California",1777,404.6,659.4
"216","06111","Ventura County","California",19278,415.3,456.8
"217","06113","Yolo County","California",3970,406.4,378.5
"218","06115","Yuba County","California",1590,450.5,430.9
"219","60999","Unknown","California",NA,NA,NA
"220","06093","Siskiyou County","California",1355,388,621.9
"221","06059","Orange County","California",68242,404.2,435.4
"222","06067","Sacramento County","California",33794,434.6,457.1
"223","06055","Napa County","California",4013,443.7,570.9
"224","06001","Alameda County","California",33514,392.8,416.8
"225","06003","Alpine County","California",23,285.4,420.8
"226","06005","Amador County","California",1381,435.1,746.4
"227","06007","Butte County","California",6539,467.8,585
"228","06009","Calaveras County","California",1546,404.2,688.8
"229","06011","Colusa County","California",438,390.7,409.6
"230","06013","Contra Costa County","California",27136,427,488.9
"231","06015","Del Norte County","California",701,411.7,508.2
"232","06057","Nevada County","California",3264,403.8,662.7
"233","06019","Fresno County","California",17705,395.9,367.7
"234","06021","Glenn County","California",755,471.4,541.3
"235","06023","Humboldt County","California",3571,439.4,528.8
"236","06025","Imperial County","California",3350,391.4,374.6
"237","06027","Inyo County","California",605,442.7,662.5
"238","06017","El Dorado County","California",5629,441.6,614
"239","06031","Kings County","California",2331,371.9,309.9
"240","06029","Kern County","California",15122,397.1,347.2
"241","06051","Mono County","California",247,307.3,351
"242","06049","Modoc County","California",296,411.8,649.3
"243","06045","Mendocino County","California",2573,431.8,589
"244","06043","Mariposa County","California",578,371,652.3
"245","06047","Merced County","California",4570,391.6,344.7
"246","06039","Madera County","California",3085,395.8,402.1
"247","06037","Los Angeles County","California",197282,382.3,392
"248","06035","Lassen County","California",648,378.3,405.5
"249","06033","Lake County","California",2054,431.7,641.4
"250","06041","Marin County","California",8231,440.7,633.4
"251","06053","Monterey County","California",8396,394,389.8
"252","08083","Montezuma County","Colorado",620,345.3,483.7
"253","08091","Ouray County","Colorado",143,391.7,622.6
"254","08093","Park County","Colorado",375,318.6,453.8
"255","08089","Otero County","Colorado",473,362.2,514.4
"256","08087","Morgan County","Colorado",609,380.7,433.1
"257","08085","Montrose County","Colorado",1122,381.3,551.7
"258","08071","Las Animas County","Colorado",396,365.2,553.9
"259","08079","Mineral County","Colorado",28,460.2,766.7
"260","08077","Mesa County","Colorado",3828,410.8,517.5
"261","08075","Logan County","Colorado",517,385.9,472.6
"262","08073","Lincoln County","Colorado",129,373.5,469.2
"263","08095","Phillips County","Colorado",131,420.5,602.7
"264","08069","Larimer County","Colorado",7082,399.5,436.8
"265","08081","Moffat County","Colorado",293,405.5,448.7
"266","08097","Pitkin County","Colorado",374,321.1,424.5
"267","08043","Fremont County","Colorado",1461,435.6,628.6
"268","08101","Pueblo County","Colorado",4269,419.6,526.3
"269","08065","Lake County","Colorado",113,307.4,306.4
"270","08125","Yuma County","Colorado",227,366.5,449.1
"271","08123","Weld County","Colorado",5200,390.1,374.7
"272","08121","Washington County","Colorado",120,352.2,504
"273","08999","Unknown","Colorado",320,NA,NA
"274","08119","Teller County","Colorado",663,408.1,563.6
"275","08099","Prowers County","Colorado",289,382.4,475.4
"276","08117","Summit County","Colorado",351,241,240
"277","08113","San Miguel County","Colorado",137,335,354.8
"278","08111","San Juan County","Colorado",NA,NA,NA
"279","08109","Saguache County","Colorado",161,347.9,513
"280","08107","Routt County","Colorado",477,367.7,398.1
"281","08105","Rio Grande County","Colorado",261,332.2,452.3
"282","08103","Rio Blanco County","Colorado",146,382.2,440.3
"283","08115","Sedgwick County","Colorado",60,309.9,508
"284","08067","La Plata County","Colorado",1103,345.6,409.9
"285","08025","Crowley County","Colorado",89,296.2,327.3
"286","08061","Kiowa County","Colorado",50,487.5,723.3
"287","08001","Adams County","Colorado",8411,406,351.1
"288","08063","Kit Carson County","Colorado",189,367.8,471
"289","08005","Arapahoe County","Colorado",12610,405.7,408.7
"290","08007","Archuleta County","Colorado",311,327.7,503.5
"291","08009","Baca County","Colorado",98,362.8,542.5
"292","08011","Bent County","Colorado",131,351.1,453.2
"293","08013","Boulder County","Colorado",6195,382.6,395.5
"294","08912","Boulder before Broomfield","Colorado",NA,NA,NA
"295","08014","Broomfield County","Colorado",1269,394.8,406.8
"296","08015","Chaffee County","Colorado",589,405.6,636.1
"297","08017","Cheyenne County","Colorado",49,401.1,532
"298","08019","Clear Creek County","Colorado",265,403.7,579.7
"299","08021","Conejos County","Colorado",150,287.7,367.8
"300","08023","Costilla County","Colorado",91,302.5,506.7
"301","08027","Custer County","Colorado",186,387.5,850.4
"302","08003","Alamosa County","Colorado",294,374.5,361.8
"303","08049","Grand County","Colorado",261,303.6,358.3
"304","08031","Denver County","Colorado",13130,418.6,395.3
"305","08033","Dolores County","Colorado",41,270.3,407.5
"306","08035","Douglas County","Colorado",5718,394.2,364.7
"307","08037","Eagle County","Colorado",799,338.8,300.3
"308","08041","El Paso County","Colorado",14033,431.9,422.7
"309","08039","Elbert County","Colorado",553,375,459.4
"310","08045","Garfield County","Colorado",1167,411.9,406.2
"311","08047","Gilpin County","Colorado",129,365.7,454.7
"312","08029","Delta County","Colorado",891,382.3,590.2
"313","08051","Gunnison County","Colorado",274,350.9,344.4
"314","08053","Hinsdale County","Colorado",18,322.7,458
"315","08055","Huerfano County","Colorado",223,362.6,688.6
"316","08057","Jackson County","Colorado",27,282.8,399.5
"317","08059","Jefferson County","Colorado",13773,410.6,493.3
"318","09999","Unknown","Connecticut",NA,NA,NA
"319","09013","Tolland County","Connecticut",3909,458.1,515.4
"320","09015","Windham County","Connecticut",3421,486.8,584.8
"321","09011","New London County","Connecticut",8098,474,595.8
"322","09005","Litchfield County","Connecticut",6352,484.2,684.6
"323","09007","Middlesex County","Connecticut",5443,485.5,661.6
"324","09003","Hartford County","Connecticut",25863,468.2,576
"325","09001","Fairfield County","Connecticut",25862,467.7,547.6
"326","09009","New Haven County","Connecticut",25267,477.1,585.5
"327","11001","District of Columbia","District of Columbia",14066,431.9,425.8
"328","11999","Unknown","District of Columbia",22,NA,NA
"329","10001","Kent County","Delaware",5350,534.8,624.8
"330","10003","New Castle County","Delaware",15244,489.1,552
"331","10005","Sussex County","Delaware",8419,493.3,797.4
"332","10999","Unknown","Delaware",NA,NA,NA
"333","12087","Monroe County","Florida",2441,419,640.1
"334","12095","Orange County","Florida",25671,426.2,407.1
"335","12093","Okeechobee County","Florida",1277,480.6,640.9
"336","12091","Okaloosa County","Florida",5023,446.8,515.3
"337","12089","Nassau County","Florida",2921,532.9,760.7
"338","12086","Miami-Dade County","Florida",65097,414,486.9
"339","12097","Osceola County","Florida",6882,431.3,440.3
"340","12083","Marion County","Florida",14926,510.1,878.8
"341","12081","Manatee County","Florida",12505,432.8,708
"342","12079","Madison County","Florida",429,336,460.7
"343","12077","Liberty County","Florida",159,353.5,380.4
"344","12075","Levy County","Florida",1539,494.6,777.1
"345","12073","Leon County","Florida",5377,404.5,377.9
"346","12085","Martin County","Florida",6348,454.8,826.9
"347","12101","Pasco County","Florida",18132,502.2,744.7
"348","12071","Lee County","Florida",23392,415.8,686.8
"349","12105","Polk County","Florida",20997,489.9,658.1
"350","12133","Washington County","Florida",590,378.2,481.5
"351","12131","Walton County","Florida",1664,397.5,543.6
"352","12129","Wakulla County","Florida",769,442.6,490.9
"353","12127","Volusia County","Florida",17782,446.2,697
"354","12125","Union County","Florida",1038,1135,1361.4
"355","12123","Taylor County","Florida",659,440.6,584.9
"356","12103","Pinellas County","Florida",34462,465.6,733.1
"357","12121","Suwannee County","Florida",1436,469.5,657.5
"358","12111","St. Lucie County","Florida",9643,440.3,658.9
"359","12109","St. Johns County","Florida",6955,479.8,637.4
"360","12117","Seminole County","Florida",11100,436.7,501.2
"361","12115","Sarasota County","Florida",18663,464.3,937
"362","12113","Santa Rosa County","Florida",4259,448.6,520.8
"363","12107","Putnam County","Florida",2636,494.3,728.9
"364","12119","Sumter County","Florida",6601,436,1178.1
"365","12069","Lake County","Florida",13034,497.8,820.3
"366","12099","Palm Beach County","Florida",47441,442,675.9
"367","12065","Jefferson County","Florida",412,389.3,584.5
"368","12029","Dixie County","Florida",617,491.9,760.8
"369","12027","DeSoto County","Florida",946,388.8,536.1
"370","12023","Columbia County","Florida",2157,488.2,633.1
"371","12021","Collier County","Florida",11450,368.7,656.7
"372","12019","Clay County","Florida",5688,507.8,569.9
"373","12017","Citrus County","Florida",7269,511.8,1037.8
"374","12031","Duval County","Florida",25180,524.4,559.2
"375","12015","Charlotte County","Florida",8092,446.5,955.4
"376","12011","Broward County","Florida",50100,445.6,536.8
"377","12009","Brevard County","Florida",21017,485.3,750.9
"378","12007","Bradford County","Florida",786,457.6,587.1
"379","12005","Bay County","Florida",5306,483.5,597
"380","12003","Baker County","Florida",638,430.9,467.6
"381","12001","Alachua County","Florida",5938,464.6,462.4
"382","12013","Calhoun County","Florida",392,420.5,540.9
"383","12033","Escambia County","Florida",8741,476.4,567.8
"384","12067","Lafayette County","Florida",203,417.6,463.9
"385","12057","Hillsborough County","Florida",34020,477.8,513.2
"386","12063","Jackson County","Florida",1058,327.7,434.3
"387","12061","Indian River County","Florida",6088,453.1,838.5
"388","12059","Holmes County","Florida",367,277.6,376.2
"389","12055","Highlands County","Florida",4048,431.2,815.8
"390","12053","Hernando County","Florida",8084,536.7,916.6
"391","12049","Hardee County","Florida",657,438.1,480.9
"392","12051","Hendry County","Florida",757,378.9,392.6
"393","12045","Gulf County","Florida",495,452.4,621.1
"394","12043","Glades County","Florida",364,358.4,560.8
"395","12041","Gilchrist County","Florida",509,448.3,598.1
"396","12039","Gadsden County","Florida",1265,442.1,547.5
"397","12037","Franklin County","Florida",352,418.9,604.3
"398","12047","Hamilton County","Florida",362,412,504.7
"399","12035","Flagler County","Florida",4372,480.2,852.1
"400","13217","Newton County","Georgia",2612,509.3,504.1
"401","13221","Oglethorpe County","Georgia",457,480.6,626.9
"402","13219","Oconee County","Georgia",932,481,531.6
"403","13151","Henry County","Georgia",4953,483.5,462.9
"404","13213","Murray County","Georgia",928,428.5,471.5
"405","13211","Morgan County","Georgia",597,494.9,667.4
"406","13223","Paulding County","Georgia",3226,491.3,431.7
"407","13215","Muscogee County","Georgia",4891,487.7,490
"408","13225","Peach County","Georgia",768,506.1,565.9
"409","13239","Quitman County","Georgia",108,513.1,924.3
"410","13229","Pierce County","Georgia",506,442,530.9
"411","13231","Pike County","Georgia",478,459.7,536.2
"412","13233","Polk County","Georgia",1218,508.8,590.5
"413","13235","Pulaski County","Georgia",289,360.4,502.8
"414","13237","Putnam County","Georgia",806,503.6,756.1
"415","13209","Montgomery County","Georgia",237,452.8,530.5
"416","13241","Rabun County","Georgia",636,484.3,780.5
"417","13227","Pickens County","Georgia",1246,580.8,834
"418","13207","Monroe County","Georgia",860,494.5,645.5
"419","13193","Macon County","Georgia",369,428.1,532
"420","13201","Miller County","Georgia",199,479.7,672.5
"421","13169","Jones County","Georgia",807,473.7,564.9
"422","13171","Lamar County","Georgia",549,495.5,604.4
"423","13173","Lanier County","Georgia",261,490,502.1
"424","13175","Laurens County","Georgia",1333,460,560.8
"425","13177","Lee County","Georgia",768,542.6,528.5
"426","13179","Liberty County","Georgia",1036,450.8,330.4
"427","13181","Lincoln County","Georgia",280,467.7,723.1
"428","13205","Mitchell County","Georgia",636,475.5,559.6
"429","13183","Long County","Georgia",248,365.1,287.1
"430","13187","Lumpkin County","Georgia",955,531.1,613.4
"431","13243","Randolph County","Georgia",220,432.1,606.7
"432","13195","Madison County","Georgia",911,521.7,642.8
"433","13197","Marion County","Georgia",203,355.1,471.8
"434","13189","McDuffie County","Georgia",651,508.7,605.2
"435","13191","McIntosh County","Georgia",434,392.5,619.3
"436","13199","Meriwether County","Georgia",715,488.5,674.2
"437","13185","Lowndes County","Georgia",2360,458.6,415.3
"438","13245","Richmond County","Georgia",4967,468.6,492.9
"439","13259","Stewart County","Georgia",167,505.2,570.1
"440","13249","Schley County","Georgia",122,403.6,475.6
"441","13999","Unknown","Georgia",NA,NA,NA
"442","13293","Upson County","Georgia",930,536.2,706.5
"443","13295","Walker County","Georgia",1769,401.5,516.4
"444","13297","Walton County","Georgia",2383,482.8,545.5
"445","13299","Ware County","Georgia",1022,467.8,572.6
"446","13301","Warren County","Georgia",182,457.1,666.9
"447","13303","Washington County","Georgia",653,508.8,633.9
"448","13291","Union County","Georgia",1129,546,1034.1
"449","13305","Wayne County","Georgia",825,488.1,551.2
"450","13309","Wheeler County","Georgia",167,374.8,420.4
"451","13311","White County","Georgia",977,479.3,694.3
"452","13313","Whitfield County","Georgia",2194,410.6,423.3
"453","13315","Wilcox County","Georgia",246,440,550.2
"454","13317","Wilkes County","Georgia",336,453.4,675.7
"455","13319","Wilkinson County","Georgia",303,489,655.1
"456","13321","Worth County","Georgia",660,483.3,629.3
"457","13307","Webster County","Georgia",72,358.2,541.6
"458","13289","Twiggs County","Georgia",280,443,666.8
"459","13287","Turner County","Georgia",282,538.8,693.5
"460","13285","Troup County","Georgia",1855,488.9,536.6
"461","13251","Screven County","Georgia",432,478.2,613.6
"462","13253","Seminole County","Georgia",286,447.7,660.2
"463","13255","Spalding County","Georgia",2031,522.6,636.2
"464","13257","Stephens County","Georgia",860,508.3,672
"465","13167","Johnson County","Georgia",227,351.7,461.1
"466","13261","Sumter County","Georgia",861,481.9,554.8
"467","13263","Talbot County","Georgia",225,438.9,692.8
"468","13265","Taliaferro County","Georgia",53,361.5,636.3
"469","13267","Tattnall County","Georgia",569,411.9,447.5
"470","13269","Taylor County","Georgia",249,443.6,599.3
"471","13271","Telfair County","Georgia",321,317.6,391
"472","13273","Terrell County","Georgia",300,506.6,661
"473","13275","Thomas County","Georgia",1360,479.9,606.3
"474","13277","Tift County","Georgia",1148,520.4,565.3
"475","13279","Toombs County","Georgia",727,458.9,534.6
"476","13281","Towns County","Georgia",582,562.7,1059.8
"477","13283","Treutlen County","Georgia",168,402.4,496.9
"478","13247","Rockdale County","Georgia",2223,469.4,507.9
"479","13165","Jenkins County","Georgia",231,434.4,513.4
"480","13133","Greene County","Georgia",679,492.9,822.7
"481","13161","Jeff Davis County","Georgia",358,415.2,476.3
"482","13045","Carroll County","Georgia",2844,496,500.6
"483","13047","Catoosa County","Georgia",1547,388.8,472.1
"484","13049","Charlton County","Georgia",307,419.2,469
"485","13051","Chatham County","Georgia",6891,452.1,487.5
"486","13053","Chattahoochee County","Georgia",107,481.7,186.4
"487","13055","Chattooga County","Georgia",773,493.9,617.2
"488","13057","Cherokee County","Georgia",5900,500.5,511.9
"489","13043","Candler County","Georgia",265,383.5,483.7
"490","13059","Clarke County","Georgia",2240,460,366.7
"491","13063","Clayton County","Georgia",5222,476.5,386.4
"492","13065","Clinch County","Georgia",205,511.2,604.3
"493","13067","Cobb County","Georgia",16399,471.5,449.6
"494","13069","Coffee County","Georgia",1038,465,481.9
"495","13071","Colquitt County","Georgia",1141,454.9,496.6
"496","13073","Columbia County","Georgia",2874,401.1,410.7
"497","13075","Cook County","Georgia",467,477.6,545.6
"498","13061","Clay County","Georgia",101,428.1,661.7
"499","13039","Camden County","Georgia",1113,456.7,428.8
"500","13037","Calhoun County","Georgia",130,343.5,398.5
"501","13035","Butts County","Georgia",681,493.4,581.4
"502","13001","Appling County","Georgia",470,416.8,509.6
"503","13003","Atkinson County","Georgia",185,432.9,445.8
"504","13005","Bacon County","Georgia",312,486.5,554.6
"505","13007","Baker County","Georgia",101,424,614.7
"506","13009","Baldwin County","Georgia",1223,478.2,533.5
"507","13011","Banks County","Georgia",491,455.1,537.6
"508","13013","Barrow County","Georgia",1828,509.2,498.6
"509","13015","Bartow County","Georgia",2584,480.8,508.2
"510","13017","Ben Hill County","Georgia",501,485.5,576.3
"511","13019","Berrien County","Georgia",517,437.9,543.9
"512","13021","Bibb County","Georgia",4328,498,559.6
"513","13023","Bleckley County","Georgia",353,469,552
